path,title,id,category,priority,owner,target_volume,status,deps,word_count,headings,has_acceptance,has_dependencies,has_future,has_migration,has_engineering
HDR/00_PROJECT/Coverage_Audit_v0_8_Phase_6_7x.md,Coverage Audit v0.8 — Phase 6.0 to 7.x,,00_PROJECT,,,,Recovery pass complete,,151,3,False,False,False,False,True
HDR/00_PROJECT/CHANGELOG_v0_8.md,CHANGELOG v0.8,,00_PROJECT,,,,,,44,3,False,False,False,False,False
HDR/01_CONSTITUTION/Constitution.md,Headquarters Constitution,,01_CONSTITUTION,,,,,,178,5,False,False,False,False,False
HDR/01_CONSTITUTION/Engineering_Commandments.md,Engineering Commandments,,01_CONSTITUTION,,,,,,94,1,False,False,False,False,True
HDR/01_CONSTITUTION/Rule_of_Elegance.md,Rule of Elegance,,01_CONSTITUTION,,,,,,88,2,False,False,False,False,False
HDR/01_CONSTITUTION/Founders_Principles.md,Founder's Principles,,01_CONSTITUTION,,,,,,113,3,False,False,False,False,False
HDR/02_INSTITUTION/README.md,02_INSTITUTION,,02_INSTITUTION,,,,,,14,1,False,False,False,False,False
HDR/02_INSTITUTION/Chain_of_Command.md,Chain of Command,,02_INSTITUTION,,,,,,62,2,False,False,False,False,False
HDR/03_BUILDING/Headquarters.md,Headquarters Building,,03_BUILDING,,,,,,96,3,False,False,False,False,True
HDR/04_OPERATOR/Operator_Model.md,Operator Model,,04_OPERATOR,,,,,,49,1,False,False,False,False,False
HDR/04_OPERATOR/Professional_Joe.md,Professional Joe,,04_OPERATOR,,,,,,52,1,False,False,False,False,False
HDR/04_OPERATOR/Behavioral_Systems.md,Behavioral Systems,,04_OPERATOR,,,,,,58,1,False,False,False,False,False
HDR/04_OPERATOR/Stewardship.md,Stewardship,,04_OPERATOR,,,,,,36,1,False,False,False,False,False
HDR/05_OPERATIONS/Mission_Lifecycle.md,Mission Lifecycle,,05_OPERATIONS,,,,,,52,1,False,False,False,False,False
HDR/05_OPERATIONS/Guardian_Protocol.md,Guardian Protocol,,05_OPERATIONS,,,,,,81,1,False,False,False,False,False
HDR/05_OPERATIONS/Authorization.md,Mission Authorization,,05_OPERATIONS,,,,,,56,1,False,False,False,False,False
HDR/05_OPERATIONS/Debrief.md,Debrief,,05_OPERATIONS,,,,,,45,1,False,False,False,False,False
HDR/05_OPERATIONS/Campaigns.md,Campaigns,,05_OPERATIONS,,,,,,37,1,False,False,False,False,False
HDR/06_INTELLIGENCE/Cognitive_Architecture.md,Cognitive Architecture,,06_INTELLIGENCE,,,,,,43,1,False,False,False,False,False
HDR/06_INTELLIGENCE/AI_Systems.md,AI Systems,,06_INTELLIGENCE,,,,,,42,1,False,False,False,False,False
HDR/06_INTELLIGENCE/Behavioral_Black_Box.md,Behavioral Black Box,,06_INTELLIGENCE,,,,,,64,1,False,False,False,False,False
HDR/06_INTELLIGENCE/Ghost.md,Ghost,,06_INTELLIGENCE,,,,,,48,1,False,False,False,False,False
HDR/07_HQOS/HQOS.md,Headquarters Operating System,,07_HQOS,,,,,,53,1,False,False,False,False,False
HDR/07_HQOS/Event_Bus.md,Event Bus,,07_HQOS,,,,,,30,1,False,False,False,False,False
HDR/07_HQOS/State_Engine.md,State Engine,,07_HQOS,,,,,,39,1,False,False,False,False,False
HDR/08_ARCHIVES/Archives.md,Archives,,08_ARCHIVES,,,,,,46,1,False,False,False,False,False
HDR/08_ARCHIVES/SQLite_Schema_Draft.md,SQLite Schema Draft,,08_ARCHIVES,,,,,,42,1,False,False,False,False,False
HDR/09_INTERFACE/Interface_Principles.md,Interface Principles,,09_INTERFACE,,,,,,40,1,False,False,False,False,False
HDR/10_ENGINEERING/Architecture.md,Engineering Architecture,,10_ENGINEERING,,,,,,58,1,False,False,False,False,True
HDR/10_ENGINEERING/Implementation_Order.md,Implementation Order,,10_ENGINEERING,,,,,,67,1,False,False,False,False,False
HDR/11_ACADEMY/Academy.md,Academy,,11_ACADEMY,,,,,,49,1,False,False,False,False,False
HDR/11_ACADEMY/Simulations.md,Simulations,,11_ACADEMY,,,,,,37,1,False,False,False,False,False
HDR/12_LEGACY/Founders_Journal.md,Founder's Journal,,12_LEGACY,,,,,,74,3,False,False,False,False,False
HDR/12_LEGACY/Evolution.md,Evolution,,12_LEGACY,,,,,,39,1,False,False,False,False,False
HDR/Registry/Master_Index.md,Master Index,,Registry,,,,,,974,1,False,False,False,False,True
HDR/Registry/Master_Index_v0_2.md,Headquarters Master Index v0.2,,Registry,,,,,,6310,310,False,False,True,False,True
HDR/Registry/Master_Index_v0_3.md,Headquarters Master Index v0.3,,Registry,,,,,,10092,1,False,True,True,False,True
HDR/13_PHASE_RECOVERY/README.md,Phase Recovery Index,,13_PHASE_RECOVERY,,,,,,131,4,False,False,False,False,True
HDR/13_PHASE_RECOVERY/Coverage_Audit_v0_6_Phase_4_5.md,Coverage Audit — HDR v0.6 Phase 4.0 → Phase 5.0,,13_PHASE_RECOVERY,,,,PASS FOR RECOVERY,,181,4,False,False,False,False,False
HDR/13_PHASE_RECOVERY/CHANGELOG_v0_6.md,CHANGELOG v0.6,,13_PHASE_RECOVERY,,,,,,90,3,False,False,False,False,False
HDR/13_PHASE_RECOVERY/Master_Index_Supplement_v0_6.md,Master Index Supplement — HDR v0.6,,13_PHASE_RECOVERY,,,,,,644,1,False,False,True,False,True
HDR/13_PHASE_RECOVERY/Master_Index_Supplement_v0_7_corrected.md,Master Index Supplement v0.7 Corrected — Phase 5.0 to 6.0,,13_PHASE_RECOVERY,,,,,,691,1,False,False,True,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0001_Decision_Operating_System_Identity.md,PH0-0001 — Decision Operating System Identity,,Constitution,CORE,Headquarters Architecture,,SPECIFIED,Constitution; Mission Lifecycle; Interface Language,129,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0002_Chief_Risk_Officer_Mission.md,PH0-0002 — Chief Risk Officer Mission,,Institution,CORE,Headquarters Architecture,,SPECIFIED,Guardian; Commander; Risk Engine,129,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0003_TradingView_After_Authorization_Principle.md,PH0-0003 — TradingView After Authorization Principle,,Operations,CORE,Headquarters Architecture,,SPECIFIED,Mission State Engine; Ready Room; Authorization Terminal,137,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0004_Operational_Readiness_Score.md,PH0-0004 — Operational Readiness Score,,Behavior System,CORE,Headquarters Architecture,,SPECIFIED,Operator Model; Medical Officer; Mission Briefing,129,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0005_Mission_Integrity_Score.md,PH0-0005 — Mission Integrity Score,,Behavior System,CORE,Headquarters Architecture,,SPECIFIED,Mission Lifecycle; Debrief; Archives,132,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0006_Threat_Level_System.md,PH0-0006 — Threat Level System,,Guardian,CORE,Headquarters Architecture,,SPECIFIED,Guardian; Lighting Engine; Mission State,123,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0007_Execution_XP.md,PH0-0007 — Execution XP,,Behavior System,IMPORTANT,Headquarters Architecture,,SPECIFIED,Recognition Office; Archives; Discipline Ledger,126,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0008_Account_Killer_Score.md,PH0-0008 — Account Killer Score,,Guardian,CORE,Headquarters Architecture,,SPECIFIED,Guardian; Black Box; Historian,123,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0009_Edge_Quality_Score.md,PH0-0009 — Edge Quality Score,,Authorization,CORE,Headquarters Architecture,,SPECIFIED,Authorization Terminal; Doctrine Engine; Historian,126,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0010_Outcome_vs_Execution_Separation.md,PH0-0010 — Outcome vs Execution Separation,,Operations,CORE,Headquarters Architecture,,SPECIFIED,Archives; Debrief; Commander,117,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0011_Mission_State_Machine.md,PH0-0011 — Mission State Machine,,HQOS,CORE,Headquarters Architecture,,SPECIFIED,HQOS; Event Bus; Room Routing,130,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0012_Mission_History_Not_Trade_History.md,PH0-0012 — Mission History Not Trade History,,Archives,CORE,Headquarters Architecture,,SPECIFIED,SQLite Schema; Archives,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0013_Operation_Codename_Generator.md,PH0-0013 — Operation Codename Generator,,Experience,IMPORTANT,Headquarters Architecture,,SPECIFIED,Mission Engine; Archives; Interface,117,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/PH0-0014_Learning_Loop_Weekly_Review.md,PH0-0014 — Learning Loop Weekly Review,,Academy,CORE,Headquarters Architecture,,SPECIFIED,Historian; Academy; Campaign System,117,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_00_to_01/Phase_00_to_01_Summary.md,Phase 0.1–1.0 Recovery Summary,,13_PHASE_RECOVERY,,,,,,71,1,False,False,False,False,False
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0001_SOP-001_Mission_Start_Procedure.md,PH1-0001 — SOP-001 Mission Start Procedure,SOP-001,SOP,CORE,Headquarters Architecture,,SPECIFIED,Mission State Engine; Ready Room,118,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0002_SOP-002_Market_Preparation_Procedure.md,PH1-0002 — SOP-002 Market Preparation Procedure,SOP-002,SOP,CORE,Headquarters Architecture,,SPECIFIED,War Room; Archives,123,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0003_SOP-003_Standby_Procedure.md,PH1-0003 — SOP-003 Standby Procedure,SOP-003,SOP,CORE,Headquarters Architecture,,SPECIFIED,Observation Room; Recognition Office,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0004_SOP-004_Mission_Authorization.md,PH1-0004 — SOP-004 Mission Authorization,SOP-004,SOP,CORE,Headquarters Architecture,,SPECIFIED,Authorization Terminal; Guardian; Doctrine Engine,120,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0005_SOP-005_Trade_Management.md,PH1-0005 — SOP-005 Trade Management,SOP-005,SOP,CORE,Headquarters Architecture,,SPECIFIED,Execution Room; Mission State,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0006_SOP-006_Losing_Trade_Procedure.md,PH1-0006 — SOP-006 Losing Trade Procedure,SOP-006,SOP,CORE,Headquarters Architecture,,SPECIFIED,Debrief; Threat Engine,113,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0007_SOP-007_Winning_Trade_Procedure.md,PH1-0007 — SOP-007 Winning Trade Procedure,SOP-007,SOP,CORE,Headquarters Architecture,,SPECIFIED,Complacency Division; Guardian,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0008_SOP-008_Profit_Defense_Procedure.md,PH1-0008 — SOP-008 Profit Defense Procedure,SOP-008,SOP,CORE,Headquarters Architecture,,SPECIFIED,Guardian; Operation Sunset,118,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0009_SOP-009_Damage_Control_Procedure.md,PH1-0009 — SOP-009 Damage Control Procedure,SOP-009,SOP,CORE,Headquarters Architecture,,SPECIFIED,Threat Engine; Recovery Room,120,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0010_SOP-010_Weekend_Protocol.md,PH1-0010 — SOP-010 Weekend Protocol,SOP-010,SOP,CORE,Headquarters Architecture,,SPECIFIED,Guardian; Calendar; Funded Mode,112,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0011_SOP-011_Drawdown_Recovery_Procedure.md,PH1-0011 — SOP-011 Drawdown Recovery Procedure,SOP-011,SOP,CORE,Headquarters Architecture,,SPECIFIED,Guardian; Mission Objective Engine,120,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0012_SOP-012_Winning_Streak_Protocol.md,PH1-0012 — SOP-012 Winning Streak Protocol,SOP-012,SOP,CORE,Headquarters Architecture,,SPECIFIED,Complacency Division; Guardian,111,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0013_SOP-013_Re-entry_Protocol.md,PH1-0013 — SOP-013 Re-entry Protocol,SOP-013,SOP,CORE,Headquarters Architecture,,SPECIFIED,Mission State; Authorization,121,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0014_SOP-014_Missed_Trade_Protocol.md,PH1-0014 — SOP-014 Missed Trade Protocol,SOP-014,SOP,CORE,Headquarters Architecture,,SPECIFIED,Observation Room; Recognition Office,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0015_SOP_Versioning.md,PH1-0015 — SOP Versioning,,Doctrine,CORE,Headquarters Architecture,,SPECIFIED,Doctrine Library; Archives,110,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0016_Rule_Provenance.md,PH1-0016 — Rule Provenance,,Doctrine,CORE,Headquarters Architecture,,SPECIFIED,Doctrine Library; Historian,115,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/PH1-0017_Rule_Book_Living_Operations_Manual.md,PH1-0017 — Rule Book Living Operations Manual,,Doctrine,CORE,Headquarters Architecture,,SPECIFIED,Doctrine Engine; Interface,120,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_01_to_02/Phase_01_to_02_Summary.md,Phase 1.0–2.0 Recovery Summary,,13_PHASE_RECOVERY,,,,,,69,1,False,False,False,False,False
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0001_Four_Command_Structure.md,PH2-0001 — Four Command Structure,,Institution,CORE,Headquarters Architecture,,SPECIFIED,Council; Department Bus; Operator Model,127,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0002_Commander_Strategic_Role.md,PH2-0002 — Commander Strategic Role,,Institution,CORE,Headquarters Architecture,,SPECIFIED,Council; Confidence System; Mission State,117,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0003_Operations_Officer_Procedural_Role.md,PH2-0003 — Operations Officer Procedural Role,,Institution,CORE,Headquarters Architecture,,SPECIFIED,Mission Lifecycle; SOP Registry,116,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0004_Intelligence_Officer_Pattern_Role.md,PH2-0004 — Intelligence Officer Pattern Role,,Institution,IMPORTANT,Headquarters Architecture,,SPECIFIED,Archives; Behavior Engine,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0005_Medical_Officer_Recovery_Role.md,PH2-0005 — Medical Officer Recovery Role,,Institution,CORE,Headquarters Architecture,,SPECIFIED,Operator Model; Recovery Room,117,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0006_Historian_Memory_Role.md,PH2-0006 — Historian Memory Role,,Institution,CORE,Headquarters Architecture,,SPECIFIED,Archives; Similarity Search,114,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0007_Archives_Structure.md,PH2-0007 — Archives Structure,,Archives,CORE,Headquarters Architecture,,SPECIFIED,SQLite Schema; Archive Engine,131,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0008_Dispatches_Instead_of_Notifications.md,PH2-0008 — Dispatches Instead of Notifications,,Interface,IMPORTANT,Headquarters Architecture,,SPECIFIED,Department Bus; UI Shell,114,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0009_Mission_Report.md,PH2-0009 — Mission Report,,Operations,CORE,Headquarters Architecture,,SPECIFIED,Debrief; Archives; Council,118,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0010_Self-Aware_Headquarters.md,PH2-0010 — Self-Aware Headquarters,,Institution,IMPORTANT,Headquarters Architecture,,SPECIFIED,Doctrine Engine; Engineer; Historian,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0011_Dynamic_Doctrine_Retirement.md,PH2-0011 — Dynamic Doctrine Retirement,,Doctrine,IMPORTANT,Headquarters Architecture,,SPECIFIED,Doctrine Library; Historian,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0012_Preserve_Professional_Joe_Mission.md,PH2-0012 — Preserve Professional Joe Mission,,Constitution,FOUNDATIONAL,Headquarters Architecture,,SPECIFIED,Constitution; Command Chair,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0013_Headquarters_Has_Weight.md,PH2-0013 — Headquarters Has Weight,,Experience,IMPORTANT,Headquarters Architecture,,SPECIFIED,Building Registry; Environmental Bible,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0014_Headquarters_Exists_Without_You.md,PH2-0014 — Headquarters Exists Without You,,Experience,IMPORTANT,Headquarters Architecture,,SPECIFIED,Night Operations; Boot Sequence,113,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0015_Shift_Change_Ritual.md,PH2-0015 — Shift Change Ritual,,Ceremony,IMPORTANT,Headquarters Architecture,,SPECIFIED,Rhythm Engine; Mission Calendar,112,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0016_Watch_Floor.md,PH2-0016 — Watch Floor,,Room,IMPORTANT,Headquarters Architecture,,SPECIFIED,Operations Board; Situation Clock,120,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0017_Capital_Deployment_Language.md,PH2-0017 — Capital Deployment Language,,Language,CORE,Headquarters Architecture,,SPECIFIED,Glossary; Interface Bible,116,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0018_Mission_Capital_Terminology.md,PH2-0018 — Mission Capital Terminology,,Language,CORE,Headquarters Architecture,,SPECIFIED,Funded Mode; Stewardship Engine,113,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0019_Situation_Clock.md,PH2-0019 — Situation Clock,,Interface,IMPORTANT,Headquarters Architecture,,SPECIFIED,Operations Calendar,118,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0020_Operator_Presence_Detection.md,PH2-0020 — Operator Presence Detection,,Behavior,IMPORTANT,Headquarters Architecture,,SPECIFIED,Behavior Engine; Privacy Design,119,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0021_Environmental_Psychology_State.md,PH2-0021 — Environmental Psychology State,,Experience,IMPORTANT,Headquarters Architecture,,SPECIFIED,Lighting Engine; Mission Integrity,117,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0022_Headquarters_Never_Panics.md,PH2-0022 — Headquarters Never Panics,,Constitution,FOUNDATIONAL,Headquarters Architecture,,SPECIFIED,Design Constitution; Error Handling,116,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0023_Tactical_Corridor_Doctrines.md,PH2-0023 — Tactical Corridor Doctrines,,Experience,IMPORTANT,Headquarters Architecture,,SPECIFIED,Transition System; Doctrine Library,112,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0024_No_Good_Luck_Rule.md,PH2-0024 — No Good Luck Rule,,Language,FOUNDATIONAL,Headquarters Architecture,,SPECIFIED,AI Speech Bible,114,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0025_Cost_of_Breaking_Doctrine_Display.md,PH2-0025 — Cost of Breaking Doctrine Display,,Interface,IMPORTANT,Headquarters Architecture,,SPECIFIED,Archives; Doctrine Engine,115,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0026_Operator_Shadow.md,PH2-0026 — Operator Shadow,,Experience,OPTIONAL,Headquarters Architecture,,SPECIFIED,Identity Engine; Lighting,114,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0027_Morning_Arrival_Ritual.md,PH2-0027 — Morning Arrival Ritual,,Ceremony,CORE,Headquarters Architecture,,SPECIFIED,Rhythm Engine; Ready Room,112,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0028_Mission_Readiness_Report.md,PH2-0028 — Mission Readiness Report,,Operations,CORE,Headquarters Architecture,,SPECIFIED,Operational Readiness Score,109,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0029_Deployment_Ritual.md,PH2-0029 — Deployment Ritual,,Ceremony,CORE,Headquarters Architecture,,SPECIFIED,Ready Room; Tactical Breathing,113,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0030_Unconscious_Tactical_Breathing.md,PH2-0030 — Unconscious Tactical Breathing,,Experience,IMPORTANT,Headquarters Architecture,,SPECIFIED,Pulse System; Animation Bible,111,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0031_Patience_Acknowledgement.md,PH2-0031 — Patience Acknowledgement,,Behavior,CORE,Headquarters Architecture,,SPECIFIED,Observation Room; Recognition Office,109,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0032_Discipline_Ledger.md,PH2-0032 — Discipline Ledger,,Operations,IMPORTANT,Headquarters Architecture,,SPECIFIED,Execution XP; Archives,111,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0033_Mission_Temperature.md,PH2-0033 — Mission Temperature,,Behavior,IMPORTANT,Headquarters Architecture,,SPECIFIED,Behavior Engine; Mission Pulse,112,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0034_Ready_Chair_Identity_Question.md,PH2-0034 — Ready Chair Identity Question,,Identity,IMPORTANT,Headquarters Architecture,,SPECIFIED,Identity Engine,111,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0035_Future_Operator.md,PH2-0035 — Future Operator,,Identity,IMPORTANT,Headquarters Architecture,,SPECIFIED,Legacy Engine,110,7,True,True,True,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0036_Legacy_Scale.md,PH2-0036 — Legacy Scale,,Legacy,IMPORTANT,Headquarters Architecture,,SPECIFIED,Legacy Engine; Career Timeline,113,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0037_Mission_Seal.md,PH2-0037 — Mission Seal,,Archives,IMPORTANT,Headquarters Architecture,,SPECIFIED,Archive Engine; Debrief,108,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0038_Courage_Documented.md,PH2-0038 — Courage Documented,,Recognition,IMPORTANT,Headquarters Architecture,,SPECIFIED,Recognition Office,106,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0039_Uphold_The_Institution_Question.md,PH2-0039 — Uphold The Institution Question,,Debrief,CORE,Headquarters Architecture,,SPECIFIED,Debrief Engine,110,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0040_Founders_Office_Origin_Plaque.md,PH2-0040 — Founders Office Origin Plaque,,Legacy,IMPORTANT,Headquarters Architecture,,SPECIFIED,Founders Office,114,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0041_Headquarters_Preamble.md,PH2-0041 — Headquarters Preamble,,Constitution,FOUNDATIONAL,Headquarters Architecture,,SPECIFIED,Constitution,110,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0042_Calm_Reinforcement_Messages.md,PH2-0042 — Calm Reinforcement Messages,,AI,IMPORTANT,Headquarters Architecture,,SPECIFIED,Commander; Observation Room,112,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0043_Patience_Meter_Internal.md,PH2-0043 — Patience Meter Internal,,Behavior,IMPORTANT,Headquarters Architecture,,SPECIFIED,Behavior Engine,111,7,True,True,False,False,True
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0044_Pulse_System.md,PH2-0044 — Pulse System,,Environment,IMPORTANT,Headquarters Architecture,,SPECIFIED,HQOS Heartbeat; Lighting,108,7,True,True,False,False,True
