id,name,phase,category,priority,status,path
PH2-0005,Background State Changes,Phase 1.3–2.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0005_Background_State_Changes.md
PH2-0006,Room-Based Navigation,Phase 1.3–2.0,Building,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0006_Room-Based_Navigation.md
PH2-0007,Secure Door Transition,Phase 1.3–2.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0007_Secure_Door_Transition.md
PH2-0008,Commander Voice Profile,Phase 1.3–2.0,Audio/AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0008_Commander_Voice_Profile.md
PH2-0009,Operations Officer Voice Profile,Phase 1.3–2.0,Audio/AI,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0009_Operations_Officer_Voice_Profile.md
PH2-0010,Commander Message Rarity,Phase 1.3–2.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0010_Commander_Message_Rarity.md
PH2-0011,Mirror Room,Phase 1.3–2.0,Room/Operator,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0011_Mirror_Room.md
PH2-0012,Airlock Countdown,Phase 1.3–2.0,Ritual,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0012_Airlock_Countdown.md
PH2-0013,Daily Operator Oath,Phase 1.3–2.0,Ritual,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0013_Daily_Operator_Oath.md
PH2-0014,Mission Clock,Phase 1.3–2.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0014_Mission_Clock.md
PH2-0015,Heartbeat Mode,Phase 1.3–2.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0015_Heartbeat_Mode.md
PH2-0016,Situation Wall,Phase 1.3–2.0,Room,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0016_Situation_Wall.md
PH2-0017,Psychological Decompression,Phase 1.3–2.0,Ritual,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0017_Psychological_Decompression.md
PH2-0018,Dynamic Headquarters Threat Atmosphere,Phase 1.3–2.0,Environment,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0018_Dynamic_Headquarters_Threat_Atmosphere.md
PH2-0019,Mission Patches,Phase 1.3–2.0,Recognition,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0019_Mission_Patches.md
PH2-0020,Hall of Fallen Missions,Phase 1.3–2.0,Archive/Room,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0020_Hall_of_Fallen_Missions.md
PH2-0021,Eternal Rules Wall,Phase 1.3–2.0,Constitution/Room,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0021_Eternal_Rules_Wall.md
PH2-0022,Founder Oath,Phase 1.3–2.0,Ritual,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0022_Founder_Oath.md
PH2-0023,Commander Career Memory,Phase 1.3–2.0,AI/Archives,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0023_Commander_Career_Memory.md
PH2-0024,Headquarters Remembers Line,Phase 1.3–2.0,Culture,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0024_Headquarters_Remembers_Line.md
PH2-0025,Founder Notes and Questions,Phase 1.3–2.0,Legacy,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0025_Founder_Notes_and_Questions.md
PH2-0026,No Market Prediction Law,Phase 1.3–2.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_01_to_02/Immersion/PH2-0026_No_Market_Prediction_Law.md
PH2-0001,Four Command Structure,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0001_Four_Command_Structure.md
PH2-0002,Commander Strategic Role,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0002_Commander_Strategic_Role.md
PH2-0003,Operations Officer Procedural Role,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0003_Operations_Officer_Procedural_Role.md
PH2-0004,Intelligence Officer Pattern Role,2.0-3.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0004_Intelligence_Officer_Pattern_Role.md
PH2-0005,Medical Officer Recovery Role,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0005_Medical_Officer_Recovery_Role.md
PH2-0006,Historian Memory Role,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0006_Historian_Memory_Role.md
PH2-0007,Archives Structure,2.0-3.0,Archives,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0007_Archives_Structure.md
PH2-0008,Dispatches Instead of Notifications,2.0-3.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0008_Dispatches_Instead_of_Notifications.md
PH2-0009,Mission Report,2.0-3.0,Operations,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0009_Mission_Report.md
PH2-0010,Self-Aware Headquarters,2.0-3.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0010_Self-Aware_Headquarters.md
PH2-0011,Dynamic Doctrine Retirement,2.0-3.0,Doctrine,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0011_Dynamic_Doctrine_Retirement.md
PH2-0012,Preserve Professional Joe Mission,2.0-3.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0012_Preserve_Professional_Joe_Mission.md
PH2-0013,Headquarters Has Weight,2.0-3.0,Experience,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0013_Headquarters_Has_Weight.md
PH2-0014,Headquarters Exists Without You,2.0-3.0,Experience,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0014_Headquarters_Exists_Without_You.md
PH2-0015,Shift Change Ritual,2.0-3.0,Ceremony,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0015_Shift_Change_Ritual.md
PH2-0016,Watch Floor,2.0-3.0,Room,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0016_Watch_Floor.md
PH2-0017,Capital Deployment Language,2.0-3.0,Language,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0017_Capital_Deployment_Language.md
PH2-0018,Mission Capital Terminology,2.0-3.0,Language,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0018_Mission_Capital_Terminology.md
PH2-0019,Situation Clock,2.0-3.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0019_Situation_Clock.md
PH2-0020,Operator Presence Detection,2.0-3.0,Behavior,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0020_Operator_Presence_Detection.md
PH2-0021,Environmental Psychology State,2.0-3.0,Experience,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0021_Environmental_Psychology_State.md
PH2-0022,Headquarters Never Panics,2.0-3.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0022_Headquarters_Never_Panics.md
PH2-0023,Tactical Corridor Doctrines,2.0-3.0,Experience,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0023_Tactical_Corridor_Doctrines.md
PH2-0024,No Good Luck Rule,2.0-3.0,Language,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0024_No_Good_Luck_Rule.md
PH2-0025,Cost of Breaking Doctrine Display,2.0-3.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0025_Cost_of_Breaking_Doctrine_Display.md
PH2-0026,Operator Shadow,2.0-3.0,Experience,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0026_Operator_Shadow.md
PH2-0027,Morning Arrival Ritual,2.0-3.0,Ceremony,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0027_Morning_Arrival_Ritual.md
PH2-0028,Mission Readiness Report,2.0-3.0,Operations,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0028_Mission_Readiness_Report.md
PH2-0029,Deployment Ritual,2.0-3.0,Ceremony,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0029_Deployment_Ritual.md
PH2-0030,Unconscious Tactical Breathing,2.0-3.0,Experience,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0030_Unconscious_Tactical_Breathing.md
PH2-0031,Patience Acknowledgement,2.0-3.0,Behavior,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0031_Patience_Acknowledgement.md
PH2-0032,Discipline Ledger,2.0-3.0,Operations,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0032_Discipline_Ledger.md
PH2-0033,Mission Temperature,2.0-3.0,Behavior,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0033_Mission_Temperature.md
PH2-0034,Ready Chair Identity Question,2.0-3.0,Identity,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0034_Ready_Chair_Identity_Question.md
PH2-0035,Future Operator,2.0-3.0,Identity,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0035_Future_Operator.md
PH2-0036,Legacy Scale,2.0-3.0,Legacy,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0036_Legacy_Scale.md
PH2-0037,Mission Seal,2.0-3.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0037_Mission_Seal.md
PH2-0038,Courage Documented,2.0-3.0,Recognition,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0038_Courage_Documented.md
PH2-0039,Uphold The Institution Question,2.0-3.0,Debrief,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0039_Uphold_The_Institution_Question.md
PH2-0040,Founders Office Origin Plaque,2.0-3.0,Legacy,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0040_Founders_Office_Origin_Plaque.md
PH2-0041,Headquarters Preamble,2.0-3.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0041_Headquarters_Preamble.md
PH2-0042,Calm Reinforcement Messages,2.0-3.0,AI,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0042_Calm_Reinforcement_Messages.md
PH2-0043,Patience Meter Internal,2.0-3.0,Behavior,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0043_Patience_Meter_Internal.md
PH2-0044,Pulse System,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0044_Pulse_System.md
PH2-0045,Synchronization Moment,2.0-3.0,Experience,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0045_Synchronization_Moment.md
PH2-0046,Mission Friction,2.0-3.0,Operations,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0046_Mission_Friction.md
PH2-0047,Reverse Countdown Override,2.0-3.0,Operations,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0047_Reverse_Countdown_Override.md
PH2-0048,Operational Tempo Detection,2.0-3.0,Behavior,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0048_Operational_Tempo_Detection.md
PH2-0049,Environmental Drift,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0049_Environmental_Drift.md
PH2-0050,Welcome Home Return,2.0-3.0,Ceremony,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0050_Welcome_Home_Return.md
PH2-0051,Mission Bell,2.0-3.0,Audio,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0051_Mission_Bell.md
PH2-0052,Quiet Victory Recognition,2.0-3.0,Recognition,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0052_Quiet_Victory_Recognition.md
PH2-0053,Silence As Approval,2.0-3.0,Experience,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0053_Silence_As_Approval.md
PH2-0054,Headquarters As Nervous System,2.0-3.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0054_Headquarters_As_Nervous_System.md
PH2-0055,Headquarters Established Splash,2.0-3.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0055_Headquarters_Established_Splash.md
PH2-0056,Founding Principles Wall,2.0-3.0,Building,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0056_Founding_Principles_Wall.md
PH2-0057,Founding Story,2.0-3.0,Legacy,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0057_Founding_Story.md
PH2-0058,Founder Wall Lost Accounts,2.0-3.0,Legacy,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0058_Founder_Wall_Lost_Accounts.md
PH2-0059,Eternal Flame,2.0-3.0,Building,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0059_Eternal_Flame.md
PH2-0060,Founders Oath,2.0-3.0,Ceremony,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0060_Founders_Oath.md
PH2-0061,Commander Never Says Goodbye,2.0-3.0,Language,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0061_Commander_Never_Says_Goodbye.md
PH2-0062,Night Watch,2.0-3.0,Operations,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0062_Night_Watch.md
PH2-0063,Doctrine Not Editable During Combat,2.0-3.0,Doctrine,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0063_Doctrine_Not_Editable_During_Combat.md
PH2-0064,Negotiation Detection,2.0-3.0,Behavior,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0064_Negotiation_Detection.md
PH2-0065,Internal Tribunal,2.0-3.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0065_Internal_Tribunal.md
PH2-0066,We Do Not Repeat Expensive Lessons,2.0-3.0,Doctrine,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0066_We_Do_Not_Repeat_Expensive_Lessons.md
PH2-0067,Institutional Trust,2.0-3.0,Trust,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0067_Institutional_Trust.md
PH2-0068,Professionalism Standards Entrance,2.0-3.0,Culture,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0068_Professionalism_Standards_Entrance.md
PH2-0069,Entrance Hall Crest And Motto,2.0-3.0,Building,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0069_Entrance_Hall_Crest_And_Motto.md
PH2-0070,Headquarters Crest Quadrants,2.0-3.0,Brand,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0070_Headquarters_Crest_Quadrants.md
PH2-0071,Latin Motto Options,2.0-3.0,Brand,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0071_Latin_Motto_Options.md
PH2-0072,Headquarters Standards,2.0-3.0,Culture,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0072_Headquarters_Standards.md
PH2-0073,Headquarters Library,2.0-3.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0073_Headquarters_Library.md
PH2-0074,Doctrine Printer,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0074_Doctrine_Printer.md
PH2-0075,Headquarters Seasons,2.0-3.0,Environment,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0075_Headquarters_Seasons.md
PH2-0076,Observatory Strategic Room,2.0-3.0,Room,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0076_Observatory_Strategic_Room.md
PH2-0077,Institutional Calendar,2.0-3.0,Operations,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0077_Institutional_Calendar.md
PH2-0078,Empty Chair,2.0-3.0,Identity,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0078_Empty_Chair.md
PH2-0079,Habit Retirement Ceremony,2.0-3.0,Ceremony,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0079_Habit_Retirement_Ceremony.md
PH2-0080,Enemy Intelligence Board,2.0-3.0,Intelligence,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0080_Enemy_Intelligence_Board.md
PH2-0081,Hall Of Quiet Victories,2.0-3.0,Room,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0081_Hall_Of_Quiet_Victories.md
PH2-0082,Environment As Discipline Carrier,2.0-3.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0082_Environment_As_Discipline_Carrier.md
PH2-0083,Passive Observation,2.0-3.0,HQOS,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0083_Passive_Observation.md
PH2-0084,Operational Load,2.0-3.0,Medical,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0084_Operational_Load.md
PH2-0085,Cognitive Bandwidth,2.0-3.0,Medical,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0085_Cognitive_Bandwidth.md
PH2-0086,Recovery Window,2.0-3.0,Recovery,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0086_Recovery_Window.md
PH2-0087,Mission Fatigue,2.0-3.0,Medical,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0087_Mission_Fatigue.md
